Z,A,mass
80,196,183472.512231695
81,196,183476.84157782057
82,196,183478.9899413531
83,196,183486.3291433318
84,196,183490.8694439952
85,196,183500.42500112395
86,196,182574.81924273135
74,197,184420.9619067436
75,197,184415.48192693904
76,197,184410.75273138107
77,197,184407.56815517915
78,197,184405.4125036368
79,197,184404.69252669468
80,197,184405.2920474769
81,197,184407.4780564121
82,197,184411.0868927809
83,197,184416.1450827409
84,197,184422.43919956888
85,197,184429.4770231512
86,197,183505.84854356383
87,197,183514.59214336533
75,198,185350.33592858363
76,198,185343.7260464329
77,198,185341.6162122909
78,198,185337.42236316047
79,198,185337.7455878881
80,198,185336.37206536875
81,198,185339.79762747843
82,198,185341.2589377279
83,198,185347.95252952768
84,198,185351.85310239744
85,198,185360.6176338029
86,198,185366.0960608068
87,198,184445.40997640663
75,199,186284.09076718733
76,199,186278.55024026617
77,199,186274.4219487592
78,199,186271.43178282835
79,199,186269.7267303801
80,199,186269.27441640533
81,199,186270.7610865817
82,199,186273.5887487089
83,199,186278.0228664966
84,199,186283.58165442816
85,199,186289.99710581492
86,199,186297.26063693876
87,199,185374.09776933596
76,200,187211.7648122905
77,200,187208.74490841044
78,200,187203.7154075373
79,200,187203.07449208864
80,200,187200.811318182
81,200,187203.26735794253
82,200,187204.06372764747
83,200,187209.94401145357
84,200,187213.37290179165
85,200,187221.3266914697
86,200,187226.31413072665
87,200,186304.95406097424
76,201,188146.96905571755
77,201,188141.96879537572
78,201,188138.0679821805
79,201,188135.4079824713
80,201,188134.1461582044
81,201,188134.6279092557
82,201,188136.53765473847
83,201,188140.37968227244
84,201,188145.2875216324
85,201,188151.01924610152
86,201,188157.70127526496
87,201,187233.9031584921
88,201,187242.25140238876
76,202,189080.77233201457
77,202,189076.6625800347
78,202,189070.6106628513
79,202,189068.94980886672
80,202,189065.9574809381
81,202,189067.32237130156
82,202,189067.36218242795
83,202,189072.5519356835
84,202,189075.36122129505
85,202,189082.70768427025
86,202,189087.02822963952
87,202,188164.91022549185
88,202,188170.8835879146
76,203,190017.52658162807
77,203,190010.42673357943
78,203,190005.2867491223
79,203,190001.65344892387
80,203,189999.52768995875
81,203,189999.03558348745
82,203,190000.010409764
83,203,190003.27199910383
84,203,190007.4860737657
85,203,190012.63428517876
86,203,190018.61284813308
87,203,189094.17920274197
88,203,189101.90412059307
77,204,190946.72082510637
78,204,190938.67085307327
79,204,190935.90058961263
80,204,190931.6008473012
81,204,190931.9449253872
82,204,190931.1811803317
83,204,190935.64506867097
84,204,190937.94994929453
85,204,190944.4157432801
86,204,190948.3208795394
87,204,190025.4042011704
88,204,190030.85799015523
77,205,191882.184955388
78,205,191874.96494460016
79,205,191869.21483150596
80,205,191865.4973791988
81,205,191863.96429546573
82,205,191864.01493521116
83,205,191866.7195283375
84,205,191870.26369945423
85,205,191874.8005787398
86,205,191880.07533362668
87,205,191886.4752812256
88,205,190962.09484836657
89,205,190970.3976837887
78,206,192810.0387788529
79,206,192805.08881919264
80,206,192798.3334721284
81,206,192797.02590684348
82,206,192795.49369405743
83,206,192799.25099940825
84,206,192801.09053166007
85,206,192806.8398119985
86,206,192810.14628165576
87,206,192818.0323405346
88,206,191891.3507101797
89,206,191901.26985088096
78,207,193746.63374297487
79,207,193740.1328456341
80,207,193734.28585715324
81,207,193729.7388664992
82,207,193728.321333678
83,207,193730.71874799425
84,207,193733.62760194184
85,207,193737.5458210359
86,207,193742.1385610913
87,207,193747.92428147903
88,207,192822.7931873307
89,207,192830.4254280391
78,208,194681.76719285012
79,208,194676.3570751033
80,208,194669.00199767065
81,208,194665.51728382247
82,208,194660.5188855374
83,208,194663.39725354605
84,208,194664.7981973887
85,208,194669.79750388052
86,208,194672.612015174
87,208,194679.60247693863
88,208,193752.5012355039
89,208,193761.53415644213
90,208,193767.4613437708
79,209,195611.5315107191
80,209,195605.1517076117
81,209,195600.11671464928
82,209,195596.14693363072
83,209,195595.5029181697
84,209,195597.3954924902
85,209,195600.87773415304
86,209,195604.8204580624
87,209,195609.97936302776
88,209,194684.12564463107
89,209,194691.1122909959
90,209,194698.6626328798
79,210,195616.44141613296
80,210,196539.9554085747
81,210,196536.0086140361
82,210,196530.52718016927
83,210,196530.4637044352
84,210,196529.30254953032
85,210,196533.2835103411
86,210,196535.65084578123
87,210,196541.91210136027
88,210,195614.20434548557
89,210,195622.5255862997
90,210,195627.82102780757
80,211,197476.35941640567
81,211,197470.67171341632
82,211,197466.25669964115
83,211,197464.8905955409
84,211,197464.31721993512
85,211,197465.10252069563
86,211,197467.99438232783
87,211,197472.6093972017
88,211,196546.0874798941
89,211,196552.3990948388
90,211,196559.1320059361
91,211,196567.30783493185
80,212,197479.76961631465
81,212,198406.6928771712
82,212,198400.6948851129
83,212,198400.125871694
84,212,198397.87440573671
85,212,198399.6156653608
86,212,198399.58459537497
87,212,198404.72781584263
88,212,198408.04505170867
89,212,197484.04931194155
90,212,197488.86059821176
91,212,197498.3462345987
80,213,198416.4437574353
81,213,198410.02762605785
82,213,199336.53431902587
83,213,199334.50624584724
84,213,199333.0843983454
85,213,199333.1583953054
86,213,199334.04196776223
87,213,199336.18371768665
88,213,198408.5893721504
89,213,198414.38484341843
90,213,198420.3639224205
91,213,198427.89800880084
80,214,199351.50827674704
81,214,199346.20248633964
82,214,200271.04900065623
83,214,200270.0312390221
84,214,200266.7620468273
85,214,200267.852867407
86,214,200266.91235551017
87,214,200270.273692033
88,214,199339.8306568217
89,214,199346.1711881378
90,214,199350.4328481759
91,214,199359.19781179464
80,215,200288.34170335924
81,215,200281.26234818087
82,215,200275.5742642104
83,215,200272.8612913631
84,215,201202.1843511608
85,215,201201.469538422
86,215,201201.55713146992
87,215,200271.5501565928
88,215,200273.7640144072
89,215,200277.2625693262
90,215,200282.15345269896
91,215,200289.0365560424
92,215,200296.12133158493
80,216,201223.64654814932
81,216,201217.59649395416
82,216,201210.23582755684
83,216,201208.6001099406
84,216,201204.50845782264
85,216,201204.98279976996
86,216,201202.9794344724
87,216,201205.6971439672
88,216,201206.01758818488
89,216,201210.87585808613
90,216,201213.0246584894
91,216,201220.54991989455
92,216,201225.79255127584
81,217,202152.8799143799
82,217,202146.4805498963
83,217,202142.95018724815
84,217,202140.10367633784
85,217,202138.6148218077
86,217,202137.8787905648
87,217,202138.53488657283
88,217,202140.1097599258
89,217,202142.9225451607
90,217,202146.42600439617
91,217,202151.2749723973
92,217,202157.19086908596
81,218,203089.4245778204
82,218,203081.3438664819
83,218,203078.93036526252
84,218,203074.07097849983
85,218,203073.81454469397
86,218,203070.93173997887
87,218,203072.77376677192
88,218,203072.35988251783
89,218,203076.56517132733
90,218,203078.0810736517
91,218,203084.36389425065
92,218,203087.60898124095
82,219,204017.8279828057
83,219,204013.52820602892
84,219,204009.8897900649
85,219,204007.6044503246
86,219,204006.03776666775
87,219,204005.82536831405
88,219,204006.6022819017
89,219,204008.7779819916
90,219,204011.67120919417
91,219,204015.79165193185
92,219,204020.50438240007
93,219,204026.64538022748
82,220,204952.83288649484
83,220,204949.66208057024
84,220,204943.965994134
85,220,204943.07828025435
86,220,204939.3145252384
87,220,204940.184863027
88,220,204938.9746221089
89,220,204942.4462866562
90,220,204943.39206894665
91,220,204948.98092830236
92,220,204951.71602506607
93,220,204959.17755364475
83,221,205884.3968509697
84,221,205879.970390995
85,221,205876.97936343207
86,221,205874.66798843167
87,221,205873.47388471744
88,221,205873.16051054
89,221,205874.7276822997
90,221,205877.1365595824
91,221,205880.57157076825
92,221,205884.71663010056
93,221,205890.1069098175
94,221,205896.1262247073
83,222,206820.64064181503
84,222,206814.1770042384
85,222,206812.6437649458
86,222,206808.06269278552
87,222,206808.0688387836
88,222,206806.0109410268
89,222,206808.3125334762
90,222,206808.89377461816
91,222,206813.7550970256
92,222,206815.96356987255
93,222,206822.9653772354
94,222,206826.7503116328
83,223,207755.424781402
84,223,207750.26337258043
85,223,207746.61284719303
86,223,207743.57457704385
87,223,207741.5671681304
88,223,207740.41808352608
89,223,207741.00989340013
90,223,207742.5702401026
91,223,207745.5224532377
92,223,207749.2301164733
93,223,207753.843421124
94,223,207759.30538583265
95,223,207765.884528678
83,224,208691.7486807401
84,224,208684.5892170689
85,224,208682.38995949316
86,224,208677.12403982785
87,224,208676.427555167
88,224,208673.50477351955
89,224,208674.91308827503
90,224,208674.6745214575
91,224,208678.54129226925
92,224,208680.42163141476
93,224,208686.71118857907
94,224,208689.9592805694
95,224,208697.9393905448
84,225,209620.7528994215
85,225,209616.4726840209
86,225,209612.70718617944
87,225,209609.99364512076
88,225,209608.1660872256
89,225,209607.8103486964
90,225,209608.4832358171
91,225,209610.5296836484
92,225,209613.5450446317
93,225,209617.79114126632
94,225,209622.47336902868
95,225,209628.56347747028
84,226,210555.21567354305
85,226,210552.32711033145
86,226,210546.41433973704
87,226,210545.1876849614
88,226,210541.33472168676
89,226,210541.9763469339
90,226,210540.86479502148
91,226,210543.7007455832
92,226,210544.9959434209
93,226,210550.4840225666
94,226,210553.2967956921
95,226,210560.6369692191
84,227,211491.44176600047
85,227,211486.5914762092
86,227,211482.04708256063
87,227,211478.84369297232
88,227,211476.33871158017
89,227,211475.01076334133
90,227,211474.9660069127
91,227,211475.99161917923
92,227,211478.20628180448
93,227,211481.74026610173
94,227,211485.9310468906
95,227,211491.3411646374
85,228,212422.5353259536
86,228,212415.8988170439
87,228,212414.0395715824
88,228,212409.5955445604
89,228,212409.5500047452
90,228,212407.4262503554
91,228,212409.57894906148
92,228,212409.87535141635
93,228,212414.48069645
94,228,212416.76315973647
95,228,212423.50501131415
85,229,213357.03908581563
86,229,213351.5118531783
87,229,213347.8177068536
88,229,213344.71141621048
89,229,213342.8393897184
90,229,213341.7349702563
91,229,213342.0463016672
92,229,213343.36007256576
93,229,213345.9508305924
94,229,213349.5443764855
95,229,213354.32986688957
86,230,214285.8132254537
87,230,214283.1303240305
88,230,214278.1598612536
89,230,214277.4819422017
90,230,214274.50606725345
91,230,214275.81709862783
92,230,214275.25857196955
93,230,214278.88017073908
94,230,214280.5757256735
95,230,214286.51557200693
86,231,215221.6872131404
87,231,215217.21823325445
88,231,215213.3541460772
89,231,215210.90051143445
90,231,215208.95346892776
91,231,215208.56199549037
92,231,215208.9436099942
93,231,215210.76134435256
94,231,215213.4462345157
95,231,215217.5476533493
96,231,215222.4072580816
87,232,216152.70459457437
88,232,216147.12871558897
89,232,216145.7861838785
90,232,216142.07847034215
91,232,216142.57830914605
92,232,216141.2412052517
93,232,216143.99119474317
94,232,216144.99267479195
95,232,216150.05149537345
96,232,216152.9642774317
87,233,217087.04591490584
88,233,217082.4599244567
89,233,217079.4339006604
90,233,217076.85750534135
91,233,217075.61527318985
92,233,217075.04497430907
93,233,217076.074393592
94,233,217078.17769796032
95,233,217081.41053114572
96,233,217085.4192020431
97,233,217090.8968670848
88,234,218016.5505946292
89,234,218014.461160208
90,234,218010.2329231098
91,234,218009.95883469612
92,234,218007.764924828
93,234,218009.5747703628
94,234,218009.9699511468
95,234,218014.08111061424
96,234,218016.34237588945
97,234,218023.0150705505
88,235,218952.24377931055
89,235,218948.4712281958
90,235,218945.13182183864
91,235,218943.40296878456
92,235,218942.0328499447
93,235,218942.15711218945
94,235,218943.29641424268
95,235,218945.73866975348
96,235,218949.127931538
97,235,218953.88414042493
89,236,219883.82916814976
90,236,219878.8633730898
91,236,219877.94212542247
92,236,219875.05275181105
93,236,219875.9862635297
94,236,219875.50967854456
95,236,219878.64912944625
96,236,219880.4609898028
97,236,219886.14951995888
89,237,220818.1224103447
90,237,220814.0573700817
91,237,220811.6298964508
92,237,220809.49240531743
93,237,220808.97387142692
94,237,220809.19393504568
95,237,220810.67232051355
96,237,220813.34942338595
97,237,220817.31201047555
98,237,220822.04052790583
90,238,221748.12146472745
91,238,221746.4904185541
92,238,221742.9041066442
93,238,221743.05097252483
94,238,221741.7595230194
95,238,221744.01779633557
96,238,221745.0415782162
97,238,221749.81305801743
98,238,221752.873947638
90,239,222683.5902524796
91,239,222680.4278300019
92,239,222677.6631452595
93,239,222676.40148214097
94,239,222675.67869674411
95,239,222676.48083705505
96,239,222678.23743931844
97,239,222681.3397627281
98,239,222685.2920922047
99,239,222690.7208398336
91,240,223615.59481366488
92,240,223611.3000772027
93,240,223610.9008080911
94,240,223608.70989856543
95,240,223610.09468936888
96,240,223610.30880167172
97,240,223614.24880468685
98,240,223616.57329885027
99,240,223622.8101669822
91,241,224549.8191252962
92,241,224546.2757217306
93,241,224544.39379718216
94,241,224543.03379716276
95,241,224543.0130173923
96,241,224543.78045209596
97,241,224546.05961509884
98,241,224549.40554191472
99,241,224553.9717260048
100,241,224559.2989407765
92,242,225480.1926403081
93,242,225478.98966038655
94,242,225476.2896604576
95,242,225477.04079774045
96,242,225476.37648315995
97,242,225479.32448780467
98,242,225480.9597666872
99,242,225486.3740351718
100,242,225489.9723968894
92,243,226415.54685428567
93,243,226412.87253471764
94,243,226410.82144804567
95,243,226410.24189197656
96,243,226410.24882229272
97,243,226411.75651629103
98,243,226414.05646372185
99,243,226417.8131794369
100,243,226422.38308950333
93,244,227347.8010558904
94,244,227344.36701066396
95,244,227344.4401245675
96,244,227343.0128240992
97,244,227345.27481500836
98,244,227346.03908542648
99,244,227350.58622325663
100,244,227353.52508714976
101,244,227360.15825665303
93,245,228281.90520478247
94,245,228279.2332642504
95,245,228277.9555086398
96,245,228277.059616242
97,245,228277.8688675789
98,245,228279.4402431715
99,245,228282.3700203396
100,245,228286.2468987939
101,245,228291.3794312982
94,246,229212.94396680052
95,246,229212.54326411957
96,246,229210.1661060741
97,246,229211.5161055728
98,246,229211.6394214196
99,246,229215.36799576628
100,246,229217.74038083595
101,246,229223.66437220832
94,247,230148.25330884423
95,247,230146.1965698661
96,247,230144.5764016809
97,247,230144.53281800327
98,247,230145.15268913723
99,247,230147.62168970672
100,247,230150.71617925103
101,247,230154.9786962637
95,248,231081.09994069807
96,248,231077.93014637605
97,248,231078.6684513961
98,248,231077.77534975464
99,248,231080.8363278671
100,248,231082.43519185067
101,248,231087.48533277016
102,248,231091.2262130855
95,249,232015.13515902663
96,249,232012.782197472
97,249,232011.8778340668
98,249,232011.7542341143
99,249,232013.2060347405
100,249,232015.55064451907
101,249,232019.2124530945
102,249,232023.81854704936
96,250,232946.5151916075
97,250,232946.47760954645
98,250,232944.69593984523
99,250,232946.7512871712
100,250,232947.5977964092
101,250,232951.9247439374
102,250,232955.09188536424
96,251,233881.66768774268
97,251,233880.24768739365
98,251,233879.15468711776
99,251,233879.53125292365
100,251,233880.9785143791
101,251,233883.98645508036
102,251,233887.8686551604
103,251,233892.849354126
96,252,234815.5697135925
97,252,234815.04807689515
98,252,234812.5484189918
99,252,234813.8084193933
100,252,234813.3304194687
101,252,234816.98092715768
102,252,234819.3851786406
103,252,234825.0504605669
97,253,235748.93611915552
98,253,235747.30947242884
99,253,235747.0183972887
100,253,235747.3534594433
101,253,235749.18110210443
102,253,235752.366607006
103,253,235756.53138234248
104,253,235761.6491506653
97,254,236683.89537963364
98,254,236680.84340906917
99,254,236681.4961647393
100,254,236680.40453469128
101,254,236682.9545705902
102,254,236684.2253250912
103,254,236689.1479006878
104,254,236692.702656372
98,255,237615.8049284205
99,255,237615.08535295236
100,255,237614.79658139712
101,255,237615.8381846229
102,255,237617.80804966655
103,255,237620.94342155557
104,255,237625.32572964128
105,255,237630.5905343081
98,256,238549.53089070696
99,256,238549.6752722929
100,256,238547.97501517623
101,256,238549.94633707663
102,256,238550.31326378157
103,256,238554.23682126825
104,256,238556.7122109558
105,256,238562.78791477255
99,257,239483.388193662
100,257,239482.57445811247
101,257,239482.9767927712
102,257,239484.231384918
103,257,239486.64935451455
104,257,239489.85070971973
105,257,239494.13860622072
99,258,240418.18071669576
100,258,240415.9050766036
101,258,240417.1687731737
102,258,240416.95580195112
103,258,240420.26074302645
104,258,240421.82276082927
105,258,240426.98612578845
106,258,240430.7745169605
100,259,241350.67710676717
101,259,241350.53645115765
102,259,241351.05190646017
103,259,241352.82326917903
104,259,241355.3392347497
105,259,241358.9635469616
106,259,241363.49167113408
100,260,242284.2326056329
101,260,242285.01599217308
102,260,242284.0761146237
103,260,242286.7429822389
104,260,242287.6148607188
105,260,242292.13912757425
106,260,242295.01412357425
107,260,242301.59006673732
101,261,243218.53888874524
102,261,243218.41593152375
103,261,243219.5178890469
104,261,243221.2789634135
105,261,243224.26850896925
106,261,243227.96573481345
107,261,243233.0401402228
101,262,244153.12182560604
102,262,244151.55598401983
103,262,244153.56055932827
104,262,244153.84745951177
105,262,244157.7075710722
106,262,244159.82390518003
107,262,244165.7069517976
102,263,245086.07837376397
103,263,245086.61770884923
104,263,245087.7056939609
105,263,245090.0586480636
106,263,245093.1437565308
107,263,245097.44446480164
108,263,245102.62636649344
102,264,246019.454094268
103,264,246020.8178016339
104,264,246020.5178605329
105,264,246023.7045018573
106,264,246025.22563172656
107,264,246030.4010129596
108,264,246034.00620252895
103,265,246954.17023478544
104,265,246954.6266668956
105,265,246956.31919167965
106,265,246958.7308299108
107,265,246962.3319861108
108,265,246966.83738462167
109,265,246972.56165434356
103,266,247889.09316699352
104,266,247887.5673796538
105,266,247890.17183716412
106,266,247891.0483731145
107,266,247895.53538020587
108,266,247898.5709173514
109,266,247905.1039232939
104,267,248822.36921762855
105,267,248822.9392920193
106,267,248824.73148667236
107,267,248827.6899119416
108,267,248831.5826257956
109,267,248836.716089794
110,267,248842.80526674155
104,268,249755.8949086831
105,268,249757.47938015132
106,268,249757.21856180264
107,268,249761.12617956236
108,268,249763.38691574885
109,268,249769.5701736007
110,268,249774.0674271272
105,269,250691.06189234607
106,269,250691.6058849019
107,269,250693.3906276021
108,269,250696.4068055057
109,269,250701.21331507424
110,269,250706.7482204285
105,270,251625.8050461925
106,270,251624.83908680824
107,270,251627.63729509196
108,270,251628.5194200069
109,270,251634.1167680684
110,270,251638.08923644735
106,271,252559.5188990557
107,271,252560.7605806942
108,271,252562.5928295937
109,271,252566.0011665144
110,271,252570.854250788
106,272,253492.91604392408
107,272,253495.18330056933
108,272,253495.4003386952
109,272,253499.87709935143
110,272,253502.47876237947
111,272,253509.16875302303
106,273,254427.81009981505
107,273,254428.57299348488
108,273,254429.6572526201
109,273,254432.6724990297
110,273,254436.17491685477
111,273,254440.7746347325
107,274,255363.1456839105
108,274,255362.7898531634
109,274,255366.63319783
110,274,255368.58095199813
111,274,255373.99572721543
107,275,256296.6583340476
108,275,256297.36999554184
109,275,256299.64470414
110,275,256302.5444452808
111,275,256306.2732161728
107,276,257231.32231089525
108,276,257230.5575542372
109,276,257233.684579939
110,276,257234.91135767192
111,276,257239.75885298089
112,276,257242.73218215583
107,277,258164.9663017008
108,277,258165.24109246104
109,277,258166.87400162252
110,277,258168.9586854237
111,277,258172.27387293425
112,277,258176.1982575878
107,278,259099.73087991157
108,278,259098.58048469503
109,278,259101.1271895711
110,278,259101.61156650435
111,278,259105.8806039757
112,278,259108.20281877305
113,278,259114.38980260128
108,279,260033.3543778468
109,279,260034.4395684761
110,279,260035.8787268644
111,279,260038.5763337849
112,279,260041.8756858957
113,279,260046.3142552937
108,280,260966.76828960903
109,280,260968.85856237487
110,280,260968.668537578
111,280,260972.2352284961
112,280,260974.0032043025
113,280,260979.58844294056
109,281,261902.24266632585
110,281,261903.11547629972
111,281,261905.17594125436
112,281,261907.7897137057
113,281,261911.6526197485
109,282,262836.79206939886
110,282,262836.12698260974
111,282,262839.0788874204
112,282,262840.16314655554
113,282,262845.06560001656
110,283,263770.6605502831
111,283,263772.2105564695
112,283,263774.1676255787
113,283,263777.39432114945
110,284,264703.78476737946
111,284,264706.2951439855
112,284,264706.7403981664
113,284,264710.9162862275
114,284,264713.10436587414
111,285,265639.5488387621
112,285,265640.9050941752
113,285,265643.58686569607
114,285,265646.751151162
111,286,266573.82345107495
112,286,266573.7629039583
113,286,266577.2699792539
114,286,266578.9187238152
112,287,267508.1772403865
113,287,267510.2619241877
114,287,267512.73597252375
115,287,267516.55509834364
112,288,268441.2315954252
113,288,268444.2710606814
114,288,268445.2183901835
115,288,268449.96714711766
113,289,269377.3459085904
114,289,269379.2610604649
115,289,269382.47844109463
116,289,269386.25285519764
113,290,270311.60468550347
114,290,270312.02013187314
115,290,270316.0814461597
116,290,270318.3170320055
114,291,271246.28356625675
115,291,271248.9634747894
116,291,271252.02715889225
117,291,271256.4368519731
115,292,272182.8775988847
116,292,272184.41083817725
117,292,272189.89920142863
116,293,273118.3398661781
117,293,273122.1999777385
118,293,273126.57427404344
117,294,274055.66232719406
118,294,274058.58628718153
118,295,274992.1287451299
